lat,long,city,state,country,suburb
40.026,-86.362,Indianapolis,Indiana,United States,
39.986,-86.352,Fishers,Indiana,United States,
40.091,-86.65,Brownsburg,Indiana,United States,
40.105,-86.472,Crawfordsville,Indiana,United States,
40.053,-86.556,Lebanon,Indiana,United States,
40.004,-86.269,Noblesville,Indiana,United States,
40.073,-86.276,Lawrence,Indiana,United States,
40.048,-86.461,Speedway,Indiana,United States,
40.014,-86.29,Beech Grove,Indiana,United States,
39.949,-86.265,Mooresville,Indiana,United States,
39.228,-86.356,Martinsville,Indiana,United States,
39.208,-85.92,Seymour,Indiana,United States,
39.22,-85.856,Shelbyville,Indiana,United States,
39.285,-85.953,Greensburg,Indiana,United States,
39.23,-85.879,North Vernon,Indiana,United States,
39.235,-85.899,Columbus,Indiana,United States,
38.491,-85.668,Jeffersonville,Indiana,United States,
38.31,-85.736,New Albany,Indiana,United States,
38.297,-85.72,Jeffersontown,Kentucky,United States,
38.569,-85.747,St. Matthews,Kentucky,United States,
40.35,-86.487,Kokomo,Indiana,United States,
40.272,-86.622,West Lafayette,Indiana,United States,
40.54,-86.523,Logansport,Indiana,United States,
40.484,-86.396,Tipton,Indiana,United States,
40.782,-86.374,Rochester,Indiana,United States,
40.57,-86.174,Wabash,Indiana,United States,
40.751,-86.341,Logansport,Indiana,United States,
38.324,-86.338,Corydon,Indiana,United States,
38.277,-86.349,Marengo,Indiana,United States,
38.232,-86.531,Tell City,Indiana,United States,
39.176,-87.145,Brazil,Indiana,United States,
39.273,-87.107,Linton,Indiana,United States,
39.535,-87.116,Greencastle,Indiana,United States,
39.54,-87.17,,,,
38.293,-86.961,Boonville,Indiana,United States,
38.364,-86.845,Huntingburg,Indiana,United States,
38.49,-87.04,,,,
38.382,-86.784,,,,
38.389,-86.964,Jasper,Indiana,United States,
38.459,-86.694,,,,
39.291,-85.572,Rushville,Indiana,United States,
41.37,-85.046,Angola,Indiana,United States,
41.331,-85.131,Garrett,Indiana,United States,
40.306,-85.416,Elwood,Indiana,United States,
40.186,-85.49,Yorktown,Indiana,United States,
40.227,-85.37,Muncie,Indiana,United States,
40.193,-85.392,Muncie,Indiana,United States,
40.33,-85.323,,,,
40.085,-85.349,,,,
40.084,-85.345,,,,
40.19,-85.391,Muncie,Indiana,United States,
40.188,-85.472,Yorktown,Indiana,United States,
40.204,-85.382,Muncie,Indiana,United States,
40.17,-85.387,Muncie,Indiana,United States,
40.188,-85.372,Muncie,Indiana,United States,
40.14,-85.358,,,,
40.196,-85.438,Muncie,Indiana,United States,
40.197,-85.402,Muncie,Indiana,United States,
40.222,-85.397,Muncie,Indiana,United States,
39.07,-84.976,White Oak,Ohio,United States,
39.042,-85.036,Erlanger,Kentucky,United States,
39.106,-84.879,Cincinnati,Ohio,United States,
39.214,-84.89,Norwood,Ohio,United States,
39.237,-84.862,Fort Thomas,Kentucky,United States,
39.247,-84.888,Bridgetown,Ohio,United States,
39.124,-84.919,Monfort Heights,Ohio,United States,
39.1,-84.995,Mack,Ohio,United States,
38.675,-87.19,,,,
38.785,-87.155,Plainville,Indiana,United States,
38.62,-87.136,,,,
38.9,-86.979,,,,
41.533,-86.019,Elkhart,Indiana,United States,
41.662,-85.76,Mishawaka,Indiana,United States,
41.521,-85.701,Goshen,Indiana,United States,
41.566,-85.993,South Bend,Indiana,United States,
41.623,-86.013,Granger,Indiana,United States,
41.485,-85.77,Warsaw,Indiana,United States,
41.476,-86.04,Plymouth,Indiana,United States,
41.584,-85.805,Nappanee,Indiana,United States,
41.642,-86.042,Syracuse,Indiana,United States,
41.558,-85.883,Dunlap,Indiana,United States,
41.493,-85.838,Simonton Lake,Indiana,United States,
41.466,-85.722,,,,
41.559,-85.829,Notre Dame,Indiana,United States,
41.655,-85.751,Sturgis,Michigan,United States,
41.603,-85.878,Goshen,Indiana,United States,
41.569,-85.854,Goshen,Indiana,United States,
38.38,-85.87,Shively,Kentucky,United States,
38.37,-85.795,Lyndon,Kentucky,United States,
38.323,-85.896,Hillview,Kentucky,United States,
38.343,-85.895,Scottsburg,Indiana,United States,
41.085,-86.229,North Manchester,Indiana,United States,
40.954,-86.195,,,,
40.142,-87.398,Covington,Indiana,United States,
39.428,-85.024,Connersville,Indiana,United States,
39.567,-85.09,,,,
38.388,-87.594,,,,
38.453,-87.534,,,,
38.333,-87.447,Evansville,Indiana,United States,
38.368,-87.58,Princeton,Indiana,United States,
38.333,-87.613,,,,
38.923,-87.008,Newberry,Indiana,United States,
39.061,-86.866,Bedford,Indiana,United States,
40.596,-85.486,,,,
40.653,-85.662,,,,
40.604,-85.589,,,,
40.43,-85.497,,,,
40.449,-85.454,,,,
40.422,-85.642,Fairmount,Indiana,United States,
40.494,-85.606,Gas City,Indiana,United States,
40.623,-85.708,,,,
40.468,-85.502,Upland,Indiana,United States,
40.028,-86.118,Whitestown,Indiana,United States,
39.968,-86.137,McCordsville,Indiana,United States,
40.123,-85.901,Cumberland,Indiana,United States,
40.079,-86.232,,,,
39.988,-86.102,Carmel,Indiana,United States,
39.97,-86.028,Fishers,Indiana,United States,
39.988,-85.986,Fishers,Indiana,United States,
40.023,-86.148,Westfield,Indiana,United States,
39.989,-86.013,Fishers,Indiana,United States,
40.037,-86.102,Westfield,Indiana,United States,
40.112,-86.242,,,,
40.003,-86.011,Noblesville,Indiana,United States,
39.981,-86.132,Carmel,Indiana,United States,
39.701,-85.895,Bargersville,Indiana,United States,
39.937,-85.9,Fishers,Indiana,United States,
39.788,-85.775,New Whiteland,Indiana,United States,
39.784,-85.939,,,,
39.878,-85.685,,,,
39.771,-85.774,Greenfield,Indiana,United States,
39.769,-85.877,,,,
39.94,-85.849,Fortville,Indiana,United States,
39.724,-85.935,,,,
39.732,-85.909,,,,
38.209,-86.112,Sellersburg,Indiana,United States,
38.263,-86.254,,,,
38.146,-85.977,Radcliff,Kentucky,United States,
38.318,-86.117,,,,
38.227,-86.139,,,,
39.714,-86.409,Plainfield,Indiana,United States,
39.775,-86.402,,,,
39.73,-86.396,,,,
39.701,-86.408,Plainfield,Indiana,United States,
39.785,-86.394,,,,
39.692,-86.53,Clayton,Indiana,United States,
39.886,-86.582,,,,
39.776,-86.496,Danville,Indiana,United States,
40.88,-85.511,Huntington,Indiana,United States,
40.698,-85.397,Berne,Indiana,United States,
40.838,-85.547,,,,
40.697,-85.525,,,,
40.453,-86.051,Center,Indiana,United States,
40.438,-86.198,,,,
40.547,-86.326,,,,
40.467,-86.134,Kokomo,Indiana,United States,
40.546,-86.223,,,,
40.518,-86.258,,,,
40.433,-86.184,,,,
40.467,-86.051,Center,Indiana,United States,
40.49,-86.207,,,,
40.44,-86.14,Kokomo,Indiana,United States,
40.497,-86.145,Kokomo,Indiana,United States,
40.428,-86.255,Russiaville,Indiana,United States,
39.821,-85.324,,,,
39.894,-85.395,New Castle,Indiana,United States,
39.896,-85.39,New Castle,Indiana,United States,
39.918,-85.425,,,,
39.942,-85.324,,,,
39.834,-85.435,Spiceland,Indiana,United States,
39.94,-85.419,New Castle,Indiana,United States,
39.877,-85.411,,,,
38.696,-85.473,Charlestown,Indiana,United States,
39.586,-86.195,,,,
39.568,-86.175,,,,
38.956,-85.888,Seymour,Indiana,United States,
38.999,-85.776,,,,
39.037,-85.525,,,,
41.152,-87.036,Rensselaer,Indiana,United States,
40.908,-87.159,De Motte,Indiana,United States,
40.936,-87.055,,,,
40.984,-87.224,,,,
40.993,-87.006,,,,
41.115,-87.2,,,,
40.863,-87.08,,,,
41.21,-87.205,South Haven,Indiana,United States,
41.081,-87.086,,,,
41.184,-87.21,De Motte,Indiana,United States,
41.201,-87.14,,,,
40.767,-87.152,Remington,Indiana,United States,
41.167,-87.264,,,,
41.176,-87.154,,,,
40.998,-87.162,,,,
40.962,-87.153,,,,
41.198,-87.027,Westville,Indiana,United States,
41.014,-87.044,,,,
41.175,-87.129,,,,
40.346,-84.946,,,,
40.388,-85.064,,,,
40.437,-84.986,Portland,Indiana,United States,
40.494,-85.153,Pennville,Indiana,United States,
40.4,-84.984,,,,
38.776,-87.317,Bicknell,Indiana,United States,
38.739,-87.488,,,,
41.254,-85.857,Warsaw,Indiana,United States,
41.407,-85.695,,,,
41.33,-85.851,Leesburg,Indiana,United States,
41.214,-85.804,,,,
41.13,-85.858,,,,
41.413,-85.758,,,,
41.31,-85.723,,,,
41.359,-85.701,North Webster,Indiana,United States,
41.424,-85.847,Milford,Indiana,United States,
41.26,-85.849,Warsaw,Indiana,United States,
41.222,-85.795,Winona Lake,Indiana,United States,
41.294,-85.822,,,,
41.638,-85.202,Coldwater,Michigan,United States,
41.653,-85.396,Three Rivers,Michigan,United States,
41.603,-85.244,,,,
41.649,-85.231,,,,
41.618,-85.336,,,,
41.507,-87.525,Dyer,Indiana,United States,
41.409,-87.39,Chesterton,Indiana,United States,
41.439,-87.354,Crown Point,Indiana,United States,Ross Township
41.462,-87.297,Merrillville,Indiana,United States,Ross Township
41.515,-87.271,Michigan City,Indiana,United States,
41.545,-87.385,Ross,Indiana,United States,Calumet Township
41.446,-87.48,St. John,Indiana,United States,
41.421,-87.264,Winfield,Indiana,United States,Winfield Township
41.535,-87.236,Hobart,Indiana,United States,Hobart Township
41.54,-87.246,Hobart,Indiana,United States,Hobart Township
41.551,-87.267,Hobart,Indiana,United States,Hobart Township
41.496,-87.346,Merrillville,Indiana,United States,Ross Township
41.617,-87.255,Gary,Indiana,United States,Calumet Township
41.489,-87.428,Schererville,Indiana,United States,
41.542,-87.272,Hobart,Indiana,United States,Hobart Township
41.26,-87.27,,,,
41.474,-87.414,Schererville,Indiana,United States,
41.485,-87.422,Schererville,Indiana,United States,
41.544,-87.446,Highland,Indiana,United States,North Township
41.24,-87.237,,,,
41.283,-87.229,,,,
41.533,-87.249,Hobart,Indiana,United States,Hobart Township
41.612,-87.494,Hammond,Indiana,United States,North Township
41.568,-87.511,Munster,Indiana,United States,North Township
41.409,-86.81,La Porte,Indiana,United States,
41.59,-86.734,La Porte,Indiana,United States,
41.506,-86.827,,,,
41.611,-86.691,La Porte,Indiana,United States,
41.671,-86.81,,,,
41.592,-86.676,,,,
41.414,-86.781,Hanna,Indiana,United States,
41.591,-86.726,La Porte,Indiana,United States,
41.666,-86.779,,,,
41.592,-86.742,La Porte,Indiana,United States,
41.412,-86.76,Hanna,Indiana,United States,
41.746,-86.642,Berrien Springs,Michigan,United States,
41.443,-86.929,,,,
41.445,-86.834,,,,
38.725,-86.401,,,,
38.793,-86.407,,,,
38.972,-86.562,Ellettsville,Indiana,United States,
38.914,-86.478,,,,
38.923,-86.534,,,,
38.831,-86.643,,,,
38.862,-86.513,Bedford,Indiana,United States,
40.064,-85.692,Anderson,Indiana,United States,
40.06,-85.848,Lapel,Indiana,United States,
40.106,-85.684,Anderson,Indiana,United States,
40.12,-85.667,Anderson,Indiana,United States,
40.265,-85.676,Alexandria,Indiana,United States,
40.07,-85.656,Anderson,Indiana,United States,
40.108,-85.656,Anderson,Indiana,United States,
39.545,-86.363,Brooklyn,Indiana,United States,
39.586,-86.633,,,,
39.351,-86.587,,,,
39.621,-86.346,Mooresville,Indiana,United States,
39.433,-86.387,,,,
39.396,-86.396,,,,
39.513,-86.642,,,,
39.406,-86.504,,,,
41.33,-86.357,,,,
41.292,-86.116,Bourbon,Indiana,United States,
41.43,-86.227,,,,
40.876,-86.056,,,,
40.92,-86.116,,,,
39.262,-86.594,Ellettsville,Indiana,United States,
39.208,-86.63,Bloomington,Indiana,United States,
39.066,-86.527,,,,
39.029,-86.438,,,,
39.232,-86.632,Bloomington,Indiana,United States,
39.174,-86.53,Bloomington,Indiana,United States,
39.169,-86.542,Bloomington,Indiana,United States,
39.88,-85.954,Lawrence,Indiana,United States,
39.88,-86.052,Indianapolis,Indiana,United States,
39.707,-86.281,Indianapolis,Indiana,United States,
39.842,-86.159,Indianapolis,Indiana,United States,
39.872,-86.137,Indianapolis,Indiana,United States,
39.899,-86.128,Indianapolis,Indiana,United States,
39.84,-86.154,Indianapolis,Indiana,United States,Meridian Kessler
39.893,-86.082,Indianapolis,Indiana,United States,
39.89,-86.219,Indianapolis,Indiana,United States,
39.717,-86.242,Indianapolis,Indiana,United States,
39.692,-86.128,Indianapolis,Indiana,United States,
39.773,-86.28,Indianapolis,Indiana,United States,
39.872,-86.12,Indianapolis,Indiana,United States,
39.908,-86.312,Indianapolis,Indiana,United States,
39.894,-86.281,Indianapolis,Indiana,United States,
39.644,-86.186,Indianapolis,Indiana,United States,
39.767,-86.077,Indianapolis,Indiana,United States,Irvington
39.756,-86.204,Indianapolis,Indiana,United States,
39.718,-85.956,Indianapolis,Indiana,United States,
39.774,-86.081,Indianapolis,Indiana,United States,Irvington
39.891,-86.119,Indianapolis,Indiana,United States,
39.757,-86.14,Indianapolis,Indiana,United States,North Square
39.783,-86.074,Indianapolis,Indiana,United States,Irvington
39.888,-86.173,Indianapolis,Indiana,United States,
39.773,-86.076,Indianapolis,Indiana,United States,Irvington
38.674,-86.909,Loogootee,Indiana,United States,
38.661,-86.718,,,,
38.666,-86.791,Shoals,Indiana,United States,
39.996,-86.94,,,,
41.404,-85.366,,,,
41.342,-85.416,,,,
41.378,-85.652,,,,
41.49,-85.255,,,,
41.28,-85.473,,,,
41.497,-85.307,,,,
41.399,-85.42,Albion,Indiana,United States,
40.973,-87.29,,,,
40.774,-87.441,Brook,Indiana,United States,
40.751,-87.429,,,,
40.867,-87.445,,,,
41.137,-87.493,,,,
41.016,-87.336,,,,
41.068,-87.334,,,,
39.015,-84.887,Finneytown,Ohio,United States,
38.655,-86.447,Orleans,Indiana,United States,
38.536,-86.462,Paoli,Indiana,United States,
38.556,-86.462,Paoli,Indiana,United States,
39.295,-86.688,,,,
39.32,-86.73,,,,
39.186,-86.778,,,,
39.231,-86.866,,,,
39.287,-86.772,Spencer,Indiana,United States,
39.262,-86.743,,,,
39.225,-86.698,,,,
38.502,-87.26,,,,
38.305,-87.126,,,,
38.268,-87.147,,,,
41.029,-86.701,,,,
41.16,-86.846,,,,
39.845,-87.001,,,,
39.588,-86.818,,,,
39.622,-86.779,,,,
39.524,-86.99,,,,
39.661,-86.821,,,,
39.858,-87.014,,,,
38.197,-87.822,Carmi,Illinois,United States,
41.467,-87.088,Valparaiso,Indiana,United States,
41.471,-87.043,Valparaiso,Indiana,United States,
41.434,-87.112,,,,
41.367,-87.162,,,,
41.464,-87.103,,,,
41.399,-87.031,,,,
41.582,-87.166,Portage,Indiana,United States,
41.427,-87.208,,,,
41.442,-87.186,Merrillville,Indiana,United States,Ross Township
41.498,-87.073,Valparaiso,Indiana,United States,
41.619,-87.082,Porter,Indiana,United States,
41.406,-87.214,,,,
41.586,-87.128,Portage,Indiana,United States,
41.544,-87.135,South Haven,Indiana,United States,
41.46,-87.15,,,,
41.434,-87.145,,,,
41.594,-86.975,,,,
41.332,-87.216,Hebron,Indiana,United States,
41.49,-87.058,Valparaiso,Indiana,United States,
41.408,-87.104,,,,
41.413,-87.039,,,,
41.328,-87.194,Hebron,Indiana,United States,
41.487,-87.036,Valparaiso,Indiana,United States,
41.494,-87.087,Valparaiso,Indiana,United States,
41.502,-87.046,,,,
41.511,-86.99,,,,
41.472,-87.039,Valparaiso,Indiana,United States,
41.497,-87.004,,,,
38.196,-86.716,,,,
37.973,-86.64,,,,
37.962,-86.751,Owensboro,Kentucky,United States,
38.092,-86.556,Leopold,Indiana,United States,
40.258,-84.975,,,,
40.221,-85.104,,,,
40.162,-85.016,,,,
40.296,-85.179,,,,
40.193,-85.199,Parker City,Indiana,United States,
40.05,-84.947,Lynn,Indiana,United States,
40.253,-85.148,,,,
40.046,-85.127,Modoc,Indiana,United States,
39.169,-85.236,Bright,Indiana,United States,
39.242,-85.254,Hidden Valley,Indiana,United States,
39.293,-85.221,Batesville,Indiana,United States,
39.304,-85.215,Batesville,Indiana,United States,
39.284,-85.235,,,,
39.758,-85.318,,,,
39.692,-85.633,,,,
39.579,-85.571,,,,
39.684,-85.471,,,,
39.618,-85.434,Rushville,Indiana,United States,
39.494,-85.904,,,,
39.604,-85.854,Fairland,Indiana,United States,
39.587,-85.866,Fairland,Indiana,United States,
41.632,-86.291,,,,
41.737,-86.195,Dowagiac,Michigan,United States,
41.502,-86.385,,,,
41.648,-86.129,Mishawaka,Indiana,United States,
41.683,-86.095,,,,
41.621,-86.215,South Bend,Indiana,United States,
41.487,-86.408,,,,
41.738,-86.102,Granger,Indiana,United States,
41.746,-86.107,Granger,Indiana,United States,
41.672,-86.38,,,,
41.622,-86.216,South Bend,Indiana,United States,
41.715,-86.205,Notre Dame,Indiana,United States,
41.665,-86.131,Mishawaka,Indiana,United States,
41.7,-86.209,Notre Dame,Indiana,United States,
41.592,-85.101,,,,
41.6,-85.09,,,,
41.532,-84.885,Bryan,Ohio,United States,
41.608,-84.838,Hillsdale,Michigan,United States,
41.701,-84.987,Angola,Indiana,United States,
41.531,-85.078,Hudson,Indiana,United States,
41.625,-85.002,Angola,Indiana,United States,
38.008,-87.036,Chrisney,Indiana,United States,
38.103,-86.945,Santa Claus,Indiana,United States,
41.178,-86.679,,,,
41.209,-86.783,,,,
41.18,-86.833,,,,
41.249,-86.852,,,,
40.223,-86.109,,,,
40.297,-86.057,,,,
40.254,-85.9,,,,
40.467,-87.061,,,,
40.404,-86.872,Lafayette,Indiana,United States,
40.38,-86.866,Lafayette,Indiana,United States,
40.424,-87.005,,,,
40.436,-86.844,Lafayette,Indiana,United States,
40.448,-87.005,,,,
40.448,-86.953,,,,
40.483,-86.892,West Lafayette,Indiana,United States,
40.468,-86.991,,,,
40.296,-86.904,,,,
40.434,-86.902,West Lafayette,Indiana,United States,
40.442,-86.968,,,,
40.476,-87.06,,,,
39.405,-87.504,,,,
37.966,-87.537,Henderson,Kentucky,United States,
38.016,-87.645,,,,
38.046,-87.559,Highland,Indiana,United States,
38.032,-87.608,,,,
40.899,-85.787,,,,
40.684,-85.738,La Fontaine,Indiana,United States,
40.782,-85.842,Wabash,Indiana,United States,
40.822,-85.734,,,,
40.803,-85.828,Wabash,Indiana,United States,
41.0,-85.778,North Manchester,Indiana,United States,
40.898,-86.652,,,,
40.761,-86.76,Monticello,Indiana,United States,
40.824,-86.789,,,,
37.954,-87.374,,,,
38.08,-87.276,,,,
38.065,-87.274,,,,
38.027,-87.447,,,,
37.956,-87.383,,,,
37.984,-87.397,,,,
38.084,-87.118,Tennyson,Indiana,United States,
38.019,-87.35,,,,
40.793,-85.168,,,,
40.764,-85.159,Bluffton,Indiana,United States,
40.73,-85.161,Bluffton,Indiana,United States,
40.8,-85.132,,,,
40.874,-85.215,,,,
39.821,-84.996,Centerville,Indiana,United States,
39.804,-84.817,Brookville,Ohio,United States,
40.34,-87.286,,,,
40.354,-87.18,,,,
40.314,-87.271,,,,
38.483,-86.028,,,,
38.731,-86.189,,,,
38.484,-86.174,,,,
38.615,-86.108,Salem,Indiana,United States,
38.612,-86.094,Salem,Indiana,United States,
38.602,-85.894,,,,
38.455,-86.032,,,,
38.544,-85.907,,,,
38.757,-86.184,,,,
41.236,-85.488,Tri-Lakes,Indiana,United States,
41.093,-85.469,,,,
41.107,-85.4,,,,
37.891,-95.391,Chanute,Kansas,United States,
37.926,-95.387,Iola,Kansas,United States,
37.944,-95.411,Iola,Kansas,United States,
38.295,-95.25,Garnett,Kansas,United States,
37.284,-98.588,Pratt,Kansas,United States,
37.467,-98.931,,,,
37.355,-98.83,,,,
37.25,-98.422,Alva,Oklahoma,United States,
37.34,-98.781,,,,
37.254,-98.408,,,,
37.851,-94.64,Fort Scott,Kansas,United States,
37.74,-94.8,,,,
37.824,-94.708,Fort Scott,Kansas,United States,
37.702,-94.655,,,,
37.95,-94.626,,,,
37.922,-94.818,,,,
37.816,-94.632,,,,
38.377,-98.805,Great Bend,Kansas,United States,
38.441,-98.63,,,,
38.325,-98.609,,,,
38.638,-98.872,,,,
38.502,-98.959,,,,
38.379,-98.767,Great Bend,Kansas,United States,
37.933,-96.886,Andover,Kansas,United States,
37.553,-97.086,Wichita,Kansas,United States,
37.678,-96.972,Haysville,Kansas,United States,
37.865,-96.969,Bel Aire,Kansas,United States,
38.062,-97.117,,,,
37.658,-96.533,,,,
37.81,-96.661,Rosalia,Kansas,United States,
37.986,-97.035,,,,
37.804,-96.86,El Dorado,Kansas,United States,
37.564,-96.544,,,,
37.725,-96.658,,,,
37.821,-97.151,Mulvane,Kansas,United States,
37.535,-96.644,Latham,Kansas,United States,
37.051,-100.052,,,,
37.0,-99.647,,,,
37.385,-99.998,Dodge City,Kansas,United States,
37.111,-99.672,,,,
37.436,-99.783,,,,
37.129,-99.96,,,,
37.06,-99.75,,,,
37.459,-100.089,,,,
39.625,-97.892,,,,
39.36,-97.61,Abilene,Kansas,United States,
39.438,-97.712,,,,
38.206,-95.737,Emporia,Kansas,United States,
38.376,-95.694,,,,
37.42,-97.052,Arkansas City,Kansas,United States,
37.181,-96.717,Dexter,Kansas,United States,
37.26,-97.111,,,,
37.205,-97.041,,,,
37.043,-97.024,Ponca City,Oklahoma,United States,
37.114,-97.038,,,,
37.244,-97.022,Winfield,Kansas,United States,
37.369,-96.843,Winfield,Kansas,United States,
37.014,-97.062,Blackwell,Oklahoma,United States,
37.241,-96.983,Winfield,Kansas,United States,
37.054,-96.916,,,,
37.079,-96.865,,,,
37.32,-99.43,,,,
37.205,-99.45,,,,
37.106,-99.31,,,,
37.099,-99.506,,,,
39.879,-101.721,,,,
39.717,-101.893,,,,
39.681,-102.009,,,,
37.41,-94.713,Webb City,Missouri,United States,
37.35,-94.821,Carl Junction,Missouri,United States,
37.369,-95.041,Parsons,Kansas,United States,
37.38,-94.778,,,,
37.628,-94.821,,,,
37.602,-94.937,,,,
39.554,-97.063,Fort Riley,Kansas,United States,
39.227,-96.962,Junction City,Kansas,United States,
39.393,-97.129,Clay Center,Kansas,United States,
39.219,-97.02,Wakefield,Kansas,United States,
39.385,-97.126,Clay Center,Kansas,United States,
39.813,-100.242,,,,
39.77,-100.181,,,,
39.963,-100.667,,,,
39.618,-100.443,Colby,Kansas,United States,
38.988,-95.299,Topeka,Kansas,United States,
38.967,-95.297,Gardner,Kansas,United States,
38.954,-95.228,Olathe,Kansas,United States,
38.974,-95.275,Bonner Springs,Kansas,United States,
38.768,-95.098,Overland Park,Kansas,United States,
38.92,-95.465,Eudora,Kansas,United States,
38.882,-95.356,De Soto,Kansas,United States,
38.965,-95.367,Tonganoxie,Kansas,United States,
38.986,-95.435,Kanwaka Township,Kansas,United States,
38.944,-95.296,Basehor,Kansas,United States,
38.952,-95.22,Shawnee,Kansas,United States,
38.905,-97.12,Enterprise,Kansas,United States,
38.912,-97.266,Salina,Kansas,United States,
39.09,-97.182,,,,
38.732,-97.241,,,,
38.92,-97.21,Abilene,Kansas,United States,
38.985,-97.027,,,,
38.758,-97.078,Hope,Kansas,United States,
38.939,-97.167,,,,
39.052,-96.977,,,,
38.687,-97.075,Hope,Kansas,United States,
38.955,-97.335,,,,
38.902,-97.124,Enterprise,Kansas,United States,
38.738,-97.261,,,,
38.934,-97.124,,,,
39.003,-97.246,,,,
38.919,-97.376,Solomon,Kansas,United States,
38.92,-96.95,,,,
38.901,-97.108,Enterprise,Kansas,United States,
38.869,-97.217,,,,
38.666,-97.027,,,,
38.716,-97.305,,,,
39.026,-97.276,,,,
38.79,-97.13,,,,
38.771,-97.225,,,,
38.973,-97.026,Chapman,Kansas,United States,
38.92,-97.236,Abilene,Kansas,United States,
39.79,-95.084,St. Joseph,Missouri,United States,
39.653,-95.086,Leavenworth,Kansas,United States,
39.755,-94.938,Atchison,Kansas,United States,
39.747,-95.129,,,,
39.675,-95.278,,,,
39.798,-95.325,,,,
39.866,-95.264,Highland,Kansas,United States,
37.839,-99.037,,,,
37.912,-99.034,,,,
37.925,-99.412,Kinsley,Kansas,United States,
37.943,-99.323,,,,
37.75,-99.56,,,,
38.898,-99.276,Hays,Kansas,United States,
38.818,-99.429,Hays,Kansas,United States,
38.742,-99.438,,,,
38.892,-99.344,Hays,Kansas,United States,
38.86,-99.31,Hays,Kansas,United States,
38.901,-99.335,Hays,Kansas,United States,
38.878,-99.313,Hays,Kansas,United States,
38.756,-99.458,,,,
38.876,-99.079,,,,
39.002,-99.273,,,,
38.857,-99.15,Victoria,Kansas,United States,
38.872,-99.304,Hays,Kansas,United States,
38.843,-99.283,Hays,Kansas,United States,
38.9,-99.061,,,,
39.087,-99.447,,,,
38.813,-99.374,Hays,Kansas,United States,
38.886,-99.178,Hays,Kansas,United States,
38.853,-99.145,Victoria,Kansas,United States,
38.754,-99.263,Hays,Kansas,United States,
38.973,-99.279,Hays,Kansas,United States,
38.785,-99.219,,,,
38.876,-99.323,Hays,Kansas,United States,
38.81,-99.17,,,,
39.079,-99.433,,,,
38.884,-99.211,Hays,Kansas,United States,
38.893,-99.34,Hays,Kansas,United States,
38.854,-99.54,,,,
38.882,-99.303,Hays,Kansas,United States,
38.993,-99.539,,,,
38.958,-99.3,Hays,Kansas,United States,
38.944,-99.456,,,,
38.884,-99.308,Hays,Kansas,United States,
38.877,-99.328,Hays,Kansas,United States,
38.575,-98.146,McPherson,Kansas,United States,
38.699,-98.166,,,,
38.735,-98.223,Ellsworth,Kansas,United States,
38.55,-98.313,Lorraine,Kansas,United States,
38.594,-98.419,,,,
38.744,-98.375,,,,
38.673,-98.446,,,,
38.83,-98.475,Wilson,Kansas,United States,
38.74,-98.032,,,,
38.656,-98.427,,,,
38.759,-97.966,,,,
38.644,-97.996,,,,
38.737,-98.222,Ellsworth,Kansas,United States,
38.729,-98.232,Ellsworth,Kansas,United States,
38.711,-98.209,,,,
38.551,-98.279,,,,
38.752,-98.095,,,,
38.716,-98.235,Ellsworth,Kansas,United States,
38.703,-98.155,Kanopolis,Kansas,United States,
38.61,-97.955,,,,
38.249,-100.627,,,,
38.094,-100.888,,,,
38.059,-100.286,,,,
37.83,-100.871,,,,
38.103,-100.473,,,,
38.008,-100.866,,,,
37.972,-100.871,Garden City,Kansas,United States,
37.949,-100.881,,,,
38.162,-100.83,,,,
37.984,-100.984,Holcomb,Kansas,United States,
37.999,-100.845,Garden City,Kansas,United States,
37.952,-100.919,,,,
37.517,-100.032,,,,
37.777,-100.054,,,,
37.79,-100.015,Dodge City,Kansas,United States,
37.737,-100.029,Dodge City,Kansas,United States,
37.766,-100.045,Dodge City,Kansas,United States,
37.767,-99.999,Dodge City,Kansas,United States,
37.786,-100.012,Dodge City,Kansas,United States,
37.787,-100.181,,,,
37.76,-99.969,Dodge City,Kansas,United States,
37.831,-100.021,,,,
37.824,-100.054,,,,
37.575,-100.017,,,,
37.832,-100.016,,,,
37.77,-99.833,,,,
37.765,-100.001,Dodge City,Kansas,United States,
37.848,-99.754,Spearville,Kansas,United States,
37.616,-99.925,,,,
37.533,-99.74,,,,
37.786,-100.011,Dodge City,Kansas,United States,
37.545,-99.636,Bucklin,Kansas,United States,
37.787,-100.034,Dodge City,Kansas,United States,
37.486,-99.958,,,,
37.808,-99.947,,,,
37.762,-100.015,Dodge City,Kansas,United States,
38.512,-95.249,Paola,Kansas,United States,
39.018,-96.857,Junction City,Kansas,United States,
38.954,-96.539,,,,
39.21,-100.049,,,,
39.34,-100.09,,,,
39.56,-99.846,,,,
39.223,-99.698,,,,
39.364,-99.967,,,,
39.133,-99.619,,,,
39.034,-100.665,,,,
39.07,-100.365,,,,
39.114,-100.468,Grainfield,Kansas,United States,
39.025,-100.205,,,,
38.76,-100.34,,,,
38.894,-100.249,,,,
37.61,-101.47,Ulysses,Kansas,United States,
37.575,-101.352,Ulysses,Kansas,United States,Lincoln Township
37.599,-101.291,,,,
37.656,-101.138,,,,
37.605,-101.118,,,,
37.49,-101.382,,,,
37.587,-101.368,Ulysses,Kansas,United States,Lincoln Township
